run_id,provisional_run_id,method,framework_config,seed,attack_strength,diversity_level,analysis_tier,is_dry_test,graph_nodes,false_campaign_alert_indicator,false_campaign_cluster_count,benign_vehicles_included,extra_cluster_count,incorrect_merging,fragmentation,false_campaign_alert_rate,campaign_precision,campaign_recall,campaign_f1,campaign_membership_precision,campaign_membership_recall,n_detected_campaign_clusters,n_ground_truth_campaigns,coordinated_events,expect_campaign,metric_name,within_model_attack_similarity,cross_model_attack_similarity,campaign_similarity,benign_cross_model_similarity,malicious_minus_benign_cross_sim,cross_model_edges,same_model_edges,cross_model_edge_percentage,feature_columns,cross_model_malicious_edges,cross_model_benign_edges,malicious_cross_model_edge_purity,benign_cross_model_false_edge_rate,connected_components,platforms_in_predicted_campaign,connected_platform_count,graph_connected_across_platforms,campaign_metrics_na
tuned_final_md_strong_d3_fcgnn_seed83_20260612T104742,final_md_strong_d3_fcgnn_seed83_20260612T104742,fcgnn,C3,83,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,40,True,cosine_similarity_l2_normalized,0.9995441906297572,0.997545884966475,0.9968121428909068,-0.054356072649701014,1.051901957616176,142,569,19.971870604781998,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,34,37,0.23943661971830985,0.2605633802816901,21,0,0,True,False
tuned_final_md_strong_d3_fcgnn_seed97_20260612T104745,final_md_strong_d3_fcgnn_seed97_20260612T104745,fcgnn,C3,97,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,48,True,cosine_similarity_l2_normalized,0.9999874536437628,0.9999840764345441,0.999988865237085,-0.102739023463579,1.1027230998981232,185,491,27.366863905325445,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,65,29,0.35135135135135137,0.15675675675675677,14,0,0,True,False
tuned_final_md_strong_d3_local_ids_seed101_20260612T104747,final_md_strong_d3_local_ids_seed101_20260612T104747,local_ids,C1,101,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9892794016852214,0.9804724095973771,0.8998612006880821,-0.12301650799167489,1.103488917589052,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d3_local_ids_seed11_20260612T104714,final_md_strong_d3_local_ids_seed11_20260612T104714,local_ids,C1,11,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9991604971190573,0.9986385686602012,0.995119817729871,-0.10566997734723503,1.1043085460074362,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d3_local_ids_seed23_20260612T104718,final_md_strong_d3_local_ids_seed23_20260612T104718,local_ids,C1,23,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9994244855640452,0.9991143047386707,0.9960781473436888,-0.10103250861957162,1.1001468133582424,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d3_local_ids_seed37_20260612T104722,final_md_strong_d3_local_ids_seed37_20260612T104722,local_ids,C1,37,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9999892899186515,0.9998030081779774,0.9998549077379921,-0.08823152770223917,1.0880345358802166,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d3_local_ids_seed41_20260612T104725,final_md_strong_d3_local_ids_seed41_20260612T104725,local_ids,C1,41,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9998012832007364,0.9997921361599252,0.9977616466143855,-0.12734437595835302,1.1271365121182781,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d3_local_ids_seed53_20260612T104729,final_md_strong_d3_local_ids_seed53_20260612T104729,local_ids,C1,53,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9955412041222585,0.9872346747588111,0.8813267938409144,-0.09443440906778061,1.0816690838265917,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d3_local_ids_seed67_20260612T104732,final_md_strong_d3_local_ids_seed67_20260612T104732,local_ids,C1,67,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9990394948008259,0.9987131206584539,0.9980545330316632,-0.09005218232732964,1.0887653029857836,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d3_local_ids_seed71_20260612T104736,final_md_strong_d3_local_ids_seed71_20260612T104736,local_ids,C1,71,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9960180029869483,0.9880221068435828,0.9714925854739238,-0.12646938326000823,1.1144914901035912,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d3_local_ids_seed83_20260612T104739,final_md_strong_d3_local_ids_seed83_20260612T104739,local_ids,C1,83,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9995441906297572,0.997545884966475,0.9968121428909068,-0.054356072649701014,1.051901957616176,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_strong_d3_local_ids_seed97_20260612T104743,final_md_strong_d3_local_ids_seed97_20260612T104743,local_ids,C1,97,strong,3,exploratory_mixed_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9999874536437628,0.9999840764345441,0.999988865237085,-0.102739023463579,1.1027230998981232,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|can_id_entropy|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d1_fcgnn_seed101_20260612T104824,final_md_weak_d1_fcgnn_seed101_20260612T104824,fcgnn,C3,101,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,17,True,cosine_similarity_l2_normalized,0.9193420387914885,,0.7755224409635669,-0.1035709295370833,,1,454,0.21978021978021978,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,1,0.0,1.0,17,0,0,True,False
tuned_final_md_weak_d1_fcgnn_seed11_20260612T104753,final_md_weak_d1_fcgnn_seed11_20260612T104753,fcgnn,C3,11,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9430651786993439,,0.7362906029341073,-0.04808587481650692,,0,488,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,17,0,0,True,False
tuned_final_md_weak_d1_fcgnn_seed23_20260612T104756,final_md_weak_d1_fcgnn_seed23_20260612T104756,fcgnn,C3,23,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,0.8,1,1,10,True,cosine_similarity_l2_normalized,0.9246062750469328,,0.7560529153000195,-0.08054695779047895,,5,449,1.1013215859030836,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,5,0.0,1.0,19,0,0,True,False
tuned_final_md_weak_d1_fcgnn_seed37_20260612T104800,final_md_weak_d1_fcgnn_seed37_20260612T104800,fcgnn,C3,37,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,12,True,cosine_similarity_l2_normalized,0.9400925830988573,,0.7470532172314662,-0.05087852705523843,,8,462,1.702127659574468,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,8,0.0,1.0,20,0,0,True,False
tuned_final_md_weak_d1_fcgnn_seed41_20260612T104803,final_md_weak_d1_fcgnn_seed41_20260612T104803,fcgnn,C3,41,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,16,True,cosine_similarity_l2_normalized,0.912575774766283,,0.7489574969274398,-0.10632214487332849,,12,448,2.608695652173913,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,12,0.0,1.0,14,0,0,True,False
tuned_final_md_weak_d1_fcgnn_seed53_20260612T104807,final_md_weak_d1_fcgnn_seed53_20260612T104807,fcgnn,C3,53,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,0.8,1,1,11,True,cosine_similarity_l2_normalized,0.9141274430684366,,0.7422579065600954,-0.03578084438399789,,0,438,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,18,0,0,True,False
tuned_final_md_weak_d1_fcgnn_seed67_20260612T104810,final_md_weak_d1_fcgnn_seed67_20260612T104810,fcgnn,C3,67,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,10,True,cosine_similarity_l2_normalized,0.9353375253024999,,0.7972710548971168,-0.09086738649898107,,4,433,0.9153318077803204,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,4,0.0,1.0,14,0,0,True,False
tuned_final_md_weak_d1_fcgnn_seed71_20260612T104814,final_md_weak_d1_fcgnn_seed71_20260612T104814,fcgnn,C3,71,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,0.8,1,1,13,True,cosine_similarity_l2_normalized,0.9152367002003902,,0.7751855825442542,-0.08642858952540881,,3,463,0.6437768240343348,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,3,0.0,1.0,19,0,0,True,False
tuned_final_md_weak_d1_fcgnn_seed83_20260612T104817,final_md_weak_d1_fcgnn_seed83_20260612T104817,fcgnn,C3,83,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,16,True,cosine_similarity_l2_normalized,0.918146815192772,,0.8044580523299905,-0.04773086929782292,,1,513,0.19455252918287938,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,1,0.0,1.0,21,0,0,True,False
tuned_final_md_weak_d1_fcgnn_seed97_20260612T104821,final_md_weak_d1_fcgnn_seed97_20260612T104821,fcgnn,C3,97,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,0.8,1,1,16,True,cosine_similarity_l2_normalized,0.9318546061316972,,0.7905791359473426,-0.0546161110973733,,0,450,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,14,0,0,True,False
tuned_final_md_weak_d1_local_ids_seed101_20260612T104822,final_md_weak_d1_local_ids_seed101_20260612T104822,local_ids,C1,101,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9193420387914885,,0.7755224409635669,-0.1035709295370833,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d1_local_ids_seed11_20260612T104750,final_md_weak_d1_local_ids_seed11_20260612T104750,local_ids,C1,11,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9430651786993439,,0.7362906029341073,-0.04808587481650692,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d1_local_ids_seed23_20260612T104754,final_md_weak_d1_local_ids_seed23_20260612T104754,local_ids,C1,23,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9246062750469328,,0.7560529153000195,-0.08054695779047895,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d1_local_ids_seed37_20260612T104758,final_md_weak_d1_local_ids_seed37_20260612T104758,local_ids,C1,37,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9400925830988573,,0.7470532172314662,-0.05087852705523843,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d1_local_ids_seed41_20260612T104801,final_md_weak_d1_local_ids_seed41_20260612T104801,local_ids,C1,41,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.912575774766283,,0.7489574969274398,-0.10632214487332849,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d1_local_ids_seed53_20260612T104805,final_md_weak_d1_local_ids_seed53_20260612T104805,local_ids,C1,53,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9141274430684366,,0.7422579065600954,-0.03578084438399789,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d1_local_ids_seed67_20260612T104808,final_md_weak_d1_local_ids_seed67_20260612T104808,local_ids,C1,67,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9353375253024999,,0.7972710548971168,-0.09086738649898107,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d1_local_ids_seed71_20260612T104812,final_md_weak_d1_local_ids_seed71_20260612T104812,local_ids,C1,71,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9152367002003902,,0.7751855825442542,-0.08642858952540881,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d1_local_ids_seed83_20260612T104815,final_md_weak_d1_local_ids_seed83_20260612T104815,local_ids,C1,83,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.918146815192772,,0.8044580523299905,-0.04773086929782292,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d1_local_ids_seed97_20260612T104819,final_md_weak_d1_local_ids_seed97_20260612T104819,local_ids,C1,97,weak,1,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9318546061316972,,0.7905791359473426,-0.0546161110973733,,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d2_fcgnn_seed101_20260612T104900,final_md_weak_d2_fcgnn_seed101_20260612T104900,fcgnn,C3,101,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,0.8,1,1,12,True,cosine_similarity_l2_normalized,0.9047145265731381,0.9127586004105069,0.791795695963849,-0.06356606194684646,0.9763246623573534,101,358,22.004357298474947,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,41,41,0.40594059405940597,0.40594059405940597,17,0,0,True,False
tuned_final_md_weak_d2_fcgnn_seed11_20260612T104828,final_md_weak_d2_fcgnn_seed11_20260612T104828,fcgnn,C3,11,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,0.8,1,1,10,True,cosine_similarity_l2_normalized,0.9540936711959718,0.9488528373865684,0.7519878299993007,-0.045936166017284764,0.9947890034038532,94,401,18.98989898989899,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,39,47,0.4148936170212766,0.5,17,0,0,True,False
tuned_final_md_weak_d2_fcgnn_seed23_20260612T104832,final_md_weak_d2_fcgnn_seed23_20260612T104832,fcgnn,C3,23,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,18,True,cosine_similarity_l2_normalized,0.9376048986943442,0.9404597812900374,0.8078814142834316,-0.04151127374968013,0.9819710550397175,107,343,23.77777777777778,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,46,48,0.42990654205607476,0.4485981308411215,19,0,0,True,False
tuned_final_md_weak_d2_fcgnn_seed37_20260612T104835,final_md_weak_d2_fcgnn_seed37_20260612T104835,fcgnn,C3,37,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,12,True,cosine_similarity_l2_normalized,0.94211068388298,0.9131730213378061,0.7583804823639444,-0.04239937828169444,0.9555723996195006,76,401,15.932914046121594,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,29,35,0.3815789473684211,0.4605263157894737,21,0,0,True,False
tuned_final_md_weak_d2_fcgnn_seed41_20260612T104839,final_md_weak_d2_fcgnn_seed41_20260612T104839,fcgnn,C3,41,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,16,True,cosine_similarity_l2_normalized,0.90689900527884,0.9104424233307723,0.7593311061334492,-0.0693242227226918,0.9797666460534641,104,357,22.559652928416487,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,39,52,0.375,0.5,14,0,0,True,False
tuned_final_md_weak_d2_fcgnn_seed53_20260612T104842,final_md_weak_d2_fcgnn_seed53_20260612T104842,fcgnn,C3,53,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9236893843063299,0.9244934454478004,0.7403214381834093,-0.03942571699743511,0.9639191624452356,92,351,20.767494356659142,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,35,38,0.3804347826086957,0.41304347826086957,18,0,0,True,False
tuned_final_md_weak_d2_fcgnn_seed67_20260612T104846,final_md_weak_d2_fcgnn_seed67_20260612T104846,fcgnn,C3,67,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,17,True,cosine_similarity_l2_normalized,0.9432795335318052,0.9458626894098465,0.7972840105392143,-0.061906282514070536,1.0077689719239171,98,353,21.72949002217295,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,43,44,0.4387755102040816,0.4489795918367347,14,0,0,True,False
tuned_final_md_weak_d2_fcgnn_seed71_20260612T104850,final_md_weak_d2_fcgnn_seed71_20260612T104850,fcgnn,C3,71,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,0.8,1,1,10,True,cosine_similarity_l2_normalized,0.9347353918380144,0.9347935765255814,0.7852588030079861,-0.08428627212526558,1.019079848650847,92,378,19.574468085106382,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,40,43,0.43478260869565216,0.4673913043478261,19,0,0,True,False
tuned_final_md_weak_d2_fcgnn_seed83_20260612T104853,final_md_weak_d2_fcgnn_seed83_20260612T104853,fcgnn,C3,83,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,13,True,cosine_similarity_l2_normalized,0.9250895128765269,0.9260289567728706,0.7827434505343326,-0.01541858944175703,0.9414475462146276,90,411,17.964071856287426,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,35,39,0.3888888888888889,0.43333333333333335,21,0,0,True,False
tuned_final_md_weak_d2_fcgnn_seed97_20260612T104857,final_md_weak_d2_fcgnn_seed97_20260612T104857,fcgnn,C3,97,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.95561906129662,0.9532510239546191,0.7997263496896231,-0.04336499794444068,0.9966160218990598,96,370,20.600858369098713,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,38,35,0.3958333333333333,0.3645833333333333,14,0,0,True,False
tuned_final_md_weak_d2_local_ids_seed101_20260612T104858,final_md_weak_d2_local_ids_seed101_20260612T104858,local_ids,C1,101,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9047145265731381,0.9127586004105069,0.791795695963849,-0.06356606194684646,0.9763246623573534,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d2_local_ids_seed11_20260612T104826,final_md_weak_d2_local_ids_seed11_20260612T104826,local_ids,C1,11,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9540936711959718,0.9488528373865684,0.7519878299993007,-0.045936166017284764,0.9947890034038532,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d2_local_ids_seed23_20260612T104829,final_md_weak_d2_local_ids_seed23_20260612T104829,local_ids,C1,23,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9376048986943442,0.9404597812900374,0.8078814142834316,-0.04151127374968013,0.9819710550397175,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d2_local_ids_seed37_20260612T104833,final_md_weak_d2_local_ids_seed37_20260612T104833,local_ids,C1,37,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.94211068388298,0.9131730213378061,0.7583804823639444,-0.04239937828169444,0.9555723996195006,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d2_local_ids_seed41_20260612T104836,final_md_weak_d2_local_ids_seed41_20260612T104836,local_ids,C1,41,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.90689900527884,0.9104424233307723,0.7593311061334492,-0.0693242227226918,0.9797666460534641,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d2_local_ids_seed53_20260612T104840,final_md_weak_d2_local_ids_seed53_20260612T104840,local_ids,C1,53,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9236893843063299,0.9244934454478004,0.7403214381834093,-0.03942571699743511,0.9639191624452356,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d2_local_ids_seed67_20260612T104844,final_md_weak_d2_local_ids_seed67_20260612T104844,local_ids,C1,67,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9432795335318052,0.9458626894098465,0.7972840105392143,-0.061906282514070536,1.0077689719239171,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d2_local_ids_seed71_20260612T104847,final_md_weak_d2_local_ids_seed71_20260612T104847,local_ids,C1,71,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9347353918380144,0.9347935765255814,0.7852588030079861,-0.08428627212526558,1.019079848650847,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
tuned_final_md_weak_d2_local_ids_seed83_20260612T104851,final_md_weak_d2_local_ids_seed83_20260612T104851,local_ids,C1,83,weak,2,controlled_same_attack,False,200,0,0,0,0,0,0,,,,,0.0,0.0,0,1,0,True,cosine_similarity_l2_normalized,0.9250895128765269,0.9260289567728706,0.7827434505343326,-0.01541858944175703,0.9414475462146276,0,0,0.0,anomaly_score|frame_count|message_rate|burstiness|mean_inter_arrival_time|std_inter_arrival_time|most_common_can_id_ratio,0,0,,,0,0,0,True,True
